repo,pr_a,pr_b,prob,raw
KomodoPlatform/komodo-wallet,2845,2873,0.18,
KomodoPlatform/komodo-wallet,2811,2822,0.15,
KomodoPlatform/komodo-wallet,2807,2819,0.88,
KomodoPlatform/komodo-wallet,2647,2790,0.12,
KomodoPlatform/komodo-wallet,2790,2823,0.08,
KomodoPlatform/komodo-wallet,2647,2933,0.15,
KomodoPlatform/komodo-wallet,2841,2952,0.35,
KomodoPlatform/komodo-wallet,2810,2838,0.12,
KomodoPlatform/komodo-wallet,2648,3021,0.48,
KomodoPlatform/komodo-wallet,2888,2889,0.28,
KomodoPlatform/komodo-wallet,2642,2824,0.08,
KomodoPlatform/komodo-wallet,2648,2913,0.2,
KomodoPlatform/komodo-wallet,2758,2841,0.25,
KomodoPlatform/komodo-wallet,2809,2837,0.25,
KomodoPlatform/komodo-wallet,2704,2778,0.1,
KomodoPlatform/komodo-wallet,2639,2856,0.15,
KomodoPlatform/komodo-wallet,2639,2845,0.6,
KomodoPlatform/komodo-wallet,2662,2857,0.5,
KomodoPlatform/komodo-wallet,3011,3018,0.15,
KomodoPlatform/komodo-wallet,2704,2864,0.15,
KomodoPlatform/komodo-wallet,2792,2811,0.2,
KomodoPlatform/komodo-wallet,2704,2955,0.05,
KomodoPlatform/komodo-wallet,2704,2898,0.05,
KomodoPlatform/komodo-wallet,2750,2899,0.15,
KomodoPlatform/komodo-wallet,2792,2858,0.12,
KomodoPlatform/komodo-wallet,2647,3004,0.1,
KomodoPlatform/komodo-wallet,2847,2867,0.5,
KomodoPlatform/komodo-wallet,2845,2866,0.15,
KomodoPlatform/komodo-wallet,2704,2805,0.05,
KomodoPlatform/komodo-wallet,2642,2696,0.05,
KomodoPlatform/komodo-wallet,2709,3017,0.05,
KomodoPlatform/komodo-wallet,2647,2787,0.3,
KomodoPlatform/komodo-wallet,2648,2856,0.35,
KomodoPlatform/komodo-wallet,2696,2952,0.2,
KomodoPlatform/komodo-wallet,2704,3013,0.15,
KomodoPlatform/komodo-wallet,2709,2908,0.2,
KomodoPlatform/komodo-wallet,2648,2973,0.4,
KomodoPlatform/komodo-wallet,2655,2682,0.1,
KomodoPlatform/komodo-wallet,2675,2992,0.4,
KomodoPlatform/komodo-wallet,2648,2844,0.35,
KomodoPlatform/komodo-wallet,2662,2821,0.6,
KomodoPlatform/komodo-wallet,2898,2899,0.1,
KomodoPlatform/komodo-wallet,2750,2791,0.08,
KomodoPlatform/komodo-wallet,2648,2889,0.5,
KomodoPlatform/komodo-wallet,2675,2894,0.7,
KomodoPlatform/komodo-wallet,2709,2731,0.35,
KomodoPlatform/komodo-wallet,2675,2874,0.4,
KomodoPlatform/komodo-wallet,2647,2913,0.12,
KomodoPlatform/komodo-wallet,2639,2750,0.2,
KomodoPlatform/komodo-wallet,2758,2854,0.08,
KomodoPlatform/komodo-wallet,2809,2864,0.2,
KomodoPlatform/komodo-wallet,2675,3004,0.15,
KomodoPlatform/komodo-wallet,2750,2904,0.35,
KomodoPlatform/komodo-wallet,2807,2841,0.85,
KomodoPlatform/komodo-wallet,2835,2839,0.03,
KomodoPlatform/komodo-wallet,2651,2653,0.28,
KomodoPlatform/komodo-wallet,2642,2779,0.03,
KomodoPlatform/komodo-wallet,2807,2855,0.1,
KomodoPlatform/komodo-wallet,2892,2901,0.03,
KomodoPlatform/komodo-wallet,2648,2847,0.47,
KomodoPlatform/komodo-wallet,2792,2806,0.5,
KomodoPlatform/komodo-wallet,2790,2807,0.15,
KomodoPlatform/komodo-wallet,2639,2826,0.1,
KomodoPlatform/komodo-wallet,2878,2908,0.2,
KomodoPlatform/komodo-wallet,2892,2933,0.15,
KomodoPlatform/komodo-wallet,2841,2858,0.25,
KomodoPlatform/komodo-wallet,2810,2879,0.4,
KomodoPlatform/komodo-wallet,2847,2866,0.1,
KomodoPlatform/komodo-wallet,2856,2857,0.3,
KomodoPlatform/komodo-wallet,2675,2807,0.35,
KomodoPlatform/komodo-wallet,2955,2968,0.15,
KomodoPlatform/komodo-wallet,2841,2860,0.35,
KomodoPlatform/komodo-wallet,2792,2839,0.2,
KomodoPlatform/komodo-wallet,2639,2878,0.35,
KomodoPlatform/komodo-wallet,2662,2704,0.05,
KomodoPlatform/komodo-wallet,2845,2860,0.4,
KomodoPlatform/komodo-wallet,2639,2669,0.4,
KomodoPlatform/komodo-wallet,2878,2927,0.2,
KomodoPlatform/komodo-wallet,2647,2841,0.85,
KomodoPlatform/komodo-wallet,2642,2810,0.05,
KomodoPlatform/komodo-wallet,2704,2893,0.1,
KomodoPlatform/komodo-wallet,2811,2826,0.1,
KomodoPlatform/komodo-wallet,2892,2907,0.15,
KomodoPlatform/komodo-wallet,2841,2844,0.08,
KomodoPlatform/komodo-wallet,2675,2759,0.55,
KomodoPlatform/komodo-wallet,2647,2928,0.12,
KomodoPlatform/komodo-wallet,2675,2927,0.2,
KomodoPlatform/komodo-wallet,2841,2968,0.12,
KomodoPlatform/komodo-wallet,2648,2791,0.28,
KomodoPlatform/komodo-wallet,2675,2879,0.2,
KomodoPlatform/komodo-wallet,2704,2867,0.05,
KomodoPlatform/komodo-wallet,2792,2820,0.15,
KomodoPlatform/komodo-wallet,2675,3018,0.25,
KomodoPlatform/komodo-wallet,2696,2855,0.12,
KomodoPlatform/komodo-wallet,2809,2821,0.18,
KomodoPlatform/komodo-wallet,2662,2789,0.6,
KomodoPlatform/komodo-wallet,2908,2916,0.12,
KomodoPlatform/komodo-wallet,2806,3011,0.3,
KomodoPlatform/komodo-wallet,2662,3017,0.12,
KomodoPlatform/komodo-wallet,2792,2910,0.1,
KomodoPlatform/komodo-wallet,2662,2872,0.35,
KomodoPlatform/komodo-wallet,2878,2955,0.15,
KomodoPlatform/komodo-wallet,2648,2821,0.3,
KomodoPlatform/komodo-wallet,2809,2872,0.08,
KomodoPlatform/komodo-wallet,2704,2967,0.12,
KomodoPlatform/komodo-wallet,2879,2955,0.35,
MCPJam/inspector,191,192,0.8,
MCPJam/inspector,192,194,0.55,
MCPJam/inspector,191,193,0.75,
MCPJam/inspector,193,194,0.65,
MCPJam/inspector,190,192,0.75,
MCPJam/inspector,190,194,0.95,
MCPJam/inspector,191,194,0.6,
MCPJam/inspector,190,193,0.95,
MCPJam/inspector,190,191,0.8,
MCPJam/inspector,192,193,0.7,
MaestroError/LarAgent,56,57,0.75,
MaestroError/LarAgent,42,43,0.7,
MaestroError/LarAgent,41,43,0.25,
MaestroError/LarAgent,54,55,0.8,
MaestroError/LarAgent,41,42,0.35,
MaestroError/LarAgent,55,57,0.5,
MaestroError/LarAgent,55,56,0.8,
MetaMask/metamask-extension,34098,34489,0.15,
MontrealAI/AGI-Alpha-Agent-v0,654,1827,0.25,
MontrealAI/AGI-Alpha-Agent-v0,147,179,0.2,
MontrealAI/AGI-Alpha-Agent-v0,157,2687,0.4,
MontrealAI/AGI-Alpha-Agent-v0,191,1130,0.55,
MontrealAI/AGI-Alpha-Agent-v0,1936,2844,0.1,
MontrealAI/AGI-Alpha-Agent-v0,443,1776,0.2,
MontrealAI/AGI-Alpha-Agent-v0,554,991,0.05,
MontrealAI/AGI-Alpha-Agent-v0,181,1725,0.3,
MontrealAI/AGI-Alpha-Agent-v0,159,1603,0.2,
MontrealAI/AGI-Alpha-Agent-v0,150,2433,0.85,
MontrealAI/AGI-Alpha-Agent-v0,186,359,0.35,
MontrealAI/AGI-Alpha-Agent-v0,163,2057,0.75,
MontrealAI/AGI-Alpha-Agent-v0,191,1202,0.45,
MontrealAI/AGI-Alpha-Agent-v0,480,2461,0.25,
MontrealAI/AGI-Alpha-Agent-v0,144,1826,0.8,
MontrealAI/AGI-Alpha-Agent-v0,196,3666,0.75,
MontrealAI/AGI-Alpha-Agent-v0,654,952,0.25,
MontrealAI/AGI-Alpha-Agent-v0,1031,1137,0.25,
MontrealAI/AGI-Alpha-Agent-v0,157,1652,0.2,
MontrealAI/AGI-Alpha-Agent-v0,615,1487,0.15,
MontrealAI/AGI-Alpha-Agent-v0,1823,2909,0.3,
MontrealAI/AGI-Alpha-Agent-v0,159,2397,0.75,
MontrealAI/AGI-Alpha-Agent-v0,150,2114,0.25,
MontrealAI/AGI-Alpha-Agent-v0,193,3285,0.7,
MontrealAI/AGI-Alpha-Agent-v0,1823,3301,0.2,
MontrealAI/AGI-Alpha-Agent-v0,153,920,0.15,
MontrealAI/AGI-Alpha-Agent-v0,196,3526,0.4,
MontrealAI/AGI-Alpha-Agent-v0,196,1486,0.12,
MontrealAI/AGI-Alpha-Agent-v0,331,2369,0.22,
MontrealAI/AGI-Alpha-Agent-v0,190,3811,0.32,
MontrealAI/AGI-Alpha-Agent-v0,181,2102,0.28,
MontrealAI/AGI-Alpha-Agent-v0,185,3475,0.12,
MontrealAI/AGI-Alpha-Agent-v0,1883,3551,0.42,
MontrealAI/AGI-Alpha-Agent-v0,187,1699,0.32,
MontrealAI/AGI-Alpha-Agent-v0,156,3266,0.18,
MontrealAI/AGI-Alpha-Agent-v0,191,2295,0.38,
MontrealAI/AGI-Alpha-Agent-v0,149,2094,0.12,
MontrealAI/AGI-Alpha-Agent-v0,196,2513,0.15,
MontrealAI/AGI-Alpha-Agent-v0,617,1830,0.12,
MontrealAI/AGI-Alpha-Agent-v0,3028,3212,0.4,
MontrealAI/AGI-Alpha-Agent-v0,284,358,0.15,
MontrealAI/AGI-Alpha-Agent-v0,617,1848,0.35,
MontrealAI/AGI-Alpha-Agent-v0,284,1583,0.12,
MontrealAI/AGI-Alpha-Agent-v0,183,3124,0.3,
MontrealAI/AGI-Alpha-Agent-v0,153,1449,0.25,
MontrealAI/AGI-Alpha-Agent-v0,654,1972,0.5,
MontrealAI/AGI-Alpha-Agent-v0,2133,2377,0.3,
MontrealAI/AGI-Alpha-Agent-v0,193,834,0.15,
MontrealAI/AGI-Alpha-Agent-v0,157,519,0.3,
MontrealAI/AGI-Alpha-Agent-v0,155,3197,0.65,
MontrealAI/AGI-Alpha-Agent-v0,615,708,0.1,
MontrealAI/AGI-Alpha-Agent-v0,1031,1702,0.2,
MontrealAI/AGI-Alpha-Agent-v0,513,2864,0.1,
MontrealAI/AGI-Alpha-Agent-v0,443,2250,0.25,
MontrealAI/AGI-Alpha-Agent-v0,155,1238,0.15,
MontrealAI/AGI-Alpha-Agent-v0,181,2201,0.2,
MontrealAI/AGI-Alpha-Agent-v0,617,1485,0.2,
MontrealAI/AGI-Alpha-Agent-v0,443,1596,0.15,
MontrealAI/AGI-Alpha-Agent-v0,190,2178,0.1,
MontrealAI/AGI-Alpha-Agent-v0,284,1938,0.1,
MontrealAI/AGI-Alpha-Agent-v0,443,2752,0.05,
MontrealAI/AGI-Alpha-Agent-v0,3047,3783,0.2,
MontrealAI/AGI-Alpha-Agent-v0,153,3216,0.1,
MontrealAI/AGI-Alpha-Agent-v0,1823,3803,0.35,
MontrealAI/AGI-Alpha-Agent-v0,156,3124,0.4,
MontrealAI/AGI-Alpha-Agent-v0,3228,3377,0.25,
MontrealAI/AGI-Alpha-Agent-v0,1031,1140,0.3,
MontrealAI/AGI-Alpha-Agent-v0,147,3549,0.2,
MontrealAI/AGI-Alpha-Agent-v0,513,1371,0.12,
MontrealAI/AGI-Alpha-Agent-v0,3057,3421,0.65,
MontrealAI/AGI-Alpha-Agent-v0,278,1813,0.12,
MontrealAI/AGI-Alpha-Agent-v0,196,2634,0.12,
MontrealAI/AGI-Alpha-Agent-v0,190,2436,0.1,
MontrealAI/AGI-Alpha-Agent-v0,147,1252,0.15,
MontrealAI/AGI-Alpha-Agent-v0,1883,2798,0.15,
MontrealAI/AGI-Alpha-Agent-v0,617,770,0.22,
MontrealAI/AGI-Alpha-Agent-v0,188,1754,0.3,
MontrealAI/AGI-Alpha-Agent-v0,1031,1804,0.38,
MontrealAI/AGI-Alpha-Agent-v0,284,2146,0.35,
MontrealAI/AGI-Alpha-Agent-v0,617,842,0.22,
MontrealAI/AGI-Alpha-Agent-v0,187,421,0.35,
MontrealAI/AGI-Alpha-Agent-v0,443,714,0.18,
MontrealAI/AGI-Alpha-Agent-v0,1823,1980,0.5,
MontrealAI/AGI-Alpha-Agent-v0,331,617,0.22,
MontrealAI/AGI-Alpha-Agent-v0,147,210,0.28,
MontrealAI/AGI-Alpha-Agent-v0,196,1069,0.4,
MontrealAI/AGI-Alpha-Agent-v0,155,2720,0.18,
MontrealAI/AGI-Alpha-Agent-v0,2521,2628,0.35,
MontrealAI/AGI-Alpha-Agent-v0,159,2466,0.2,
MontrealAI/AGI-Alpha-Agent-v0,157,2419,0.15,
MontrealAI/AGI-Alpha-Agent-v0,513,2511,0.3,
MontrealAI/AGI-Alpha-Agent-v0,185,2405,0.35,
MontrealAI/AGI-Alpha-Agent-v0,284,1770,0.15,
MontrealAI/AGI-Alpha-Agent-v0,2521,2867,0.35,
MontrealAI/AGI-Alpha-Agent-v0,186,3296,0.85,
MontrealAI/AGI-Alpha-Agent-v0,3106,3687,0.78,
MontrealAI/AGI-Alpha-Agent-v0,156,1000,0.12,
MontrealAI/AGI-Alpha-Agent-v0,189,1316,0.15,
MontrealAI/AGI-Alpha-Agent-v0,155,3859,0.6,
MontrealAI/AGI-Alpha-Agent-v0,189,815,0.35,
MontrealAI/AGI-Alpha-Agent-v0,186,3691,0.85,
MontrealAI/AGI-Alpha-Agent-v0,331,632,0.08,
MontrealAI/AGI-Alpha-Agent-v0,190,3521,0.3,
MontrealAI/AGI-Alpha-Agent-v0,159,838,0.45,
MontrealAI/AGI-Alpha-Agent-v0,159,1004,0.75,
MontrealAI/AGI-Alpha-Agent-v0,150,409,0.12,
MontrealAI/AGI-Alpha-Agent-v0,193,3740,0.6,
MontrealAI/AGI-Alpha-Agent-v0,194,3424,0.2,
MontrealAI/AGI-Alpha-Agent-v0,149,2797,0.12,
MontrealAI/AGI-Alpha-Agent-v0,331,2940,0.15,
MontrealAI/AGI-Alpha-Agent-v0,190,2822,0.35,
MontrealAI/AGI-Alpha-Agent-v0,331,1923,0.1,
MontrealAI/AGI-Alpha-Agent-v0,184,1267,0.45,
MontrealAI/AGI-Alpha-Agent-v0,156,2895,0.4,
MontrealAI/AGI-Alpha-Agent-v0,149,265,0.1,
MontrealAI/AGI-Alpha-Agent-v0,155,1413,0.35,
MontrealAI/AGI-Alpha-Agent-v0,183,330,0.2,
MontrealAI/AGI-Alpha-Agent-v0,195,3003,0.1,
MontrealAI/AGI-Alpha-Agent-v0,284,2774,0.4,
MontrealAI/AGI-Alpha-Agent-v0,149,2716,0.15,
MontrealAI/AGI-Alpha-Agent-v0,196,762,0.08,
MontrealAI/AGI-Alpha-Agent-v0,480,1749,0.2,
MontrealAI/AGI-Alpha-Agent-v0,513,2608,0.12,
MontrealAI/AGI-Alpha-Agent-v0,156,2722,0.25,
MontrealAI/AGI-Alpha-Agent-v0,3057,3520,0.45,
MontrealAI/AGI-Alpha-Agent-v0,163,185,0.12,
MontrealAI/AGI-Alpha-Agent-v0,3057,3753,0.65,
MontrealAI/AGI-Alpha-Agent-v0,196,1539,0.3,
MontrealAI/AGI-Alpha-Agent-v0,186,3551,0.85,
MontrealAI/AGI-Alpha-Agent-v0,150,2721,0.15,
MontrealAI/AGI-Alpha-Agent-v0,153,1906,0.3,
MontrealAI/AGI-Alpha-Agent-v0,181,1446,0.35,
MontrealAI/AGI-Alpha-Agent-v0,188,906,0.2,
MontrealAI/AGI-Alpha-Agent-v0,191,1120,0.15,
MontrealAI/AGI-Alpha-Agent-v0,185,1528,0.3,
MontrealAI/AGI-Alpha-Agent-v0,2521,3178,0.45,
MontrealAI/AGI-Alpha-Agent-v0,480,2315,0.45,
MontrealAI/AGI-Alpha-Agent-v0,480,3619,0.18,
MontrealAI/AGI-Alpha-Agent-v0,149,1161,0.12,
MontrealAI/AGI-Alpha-Agent-v0,163,2358,0.22,
MontrealAI/AGI-Alpha-Agent-v0,195,459,0.1,
MontrealAI/AGI-Alpha-Agent-v0,163,3533,0.08,
MontrealAI/AGI-Alpha-Agent-v0,186,1892,0.18,
MontrealAI/AGI-Alpha-Agent-v0,163,3687,0.68,
MontrealAI/AGI-Alpha-Agent-v0,156,1989,0.1,
MontrealAI/AGI-Alpha-Agent-v0,188,815,0.52,
MontrealAI/AGI-Alpha-Agent-v0,480,1129,0.11,
MontrealAI/AGI-Alpha-Agent-v0,513,2439,0.15,
MontrealAI/AGI-Alpha-Agent-v0,147,2225,0.48,
MontrealAI/AGI-Alpha-Agent-v0,191,2120,0.42,
MontrealAI/AGI-Alpha-Agent-v0,554,823,0.14,
MontrealAI/AGI-Alpha-Agent-v0,3052,3409,0.08,
MontrealAI/AGI-Alpha-Agent-v0,144,3412,0.23,
MontrealAI/AGI-Alpha-Agent-v0,617,3447,0.12,
MontrealAI/AGI-Alpha-Agent-v0,1031,2039,0.28,
MontrealAI/AGI-Alpha-Agent-v0,615,712,0.38,
MontrealAI/AGI-Alpha-Agent-v0,163,1248,0.26,
MontrealAI/AGI-Alpha-Agent-v0,1883,3360,0.12,
MontrealAI/AGI-Alpha-Agent-v0,144,1477,0.42,
MontrealAI/AGI-Alpha-Agent-v0,195,892,0.12,
MontrealAI/AGI-Alpha-Agent-v0,2419,2532,0.08,
MontrealAI/AGI-Alpha-Agent-v0,554,835,0.28,
MontrealAI/AGI-Alpha-Agent-v0,443,1602,0.08,
MontrealAI/AGI-Alpha-Agent-v0,1031,2396,0.32,
MontrealAI/AGI-Alpha-Agent-v0,184,1295,0.38,
MontrealAI/AGI-Alpha-Agent-v0,278,3626,0.12,
MontrealAI/AGI-Alpha-Agent-v0,480,1109,0.08,
MontrealAI/AGI-Alpha-Agent-v0,513,2344,0.12,
MontrealAI/AGI-Alpha-Agent-v0,1031,2808,0.15,
MontrealAI/AGI-Alpha-Agent-v0,183,1201,0.15,
MontrealAI/AGI-Alpha-Agent-v0,617,1639,0.05,
MontrealAI/AGI-Alpha-Agent-v0,1883,3873,0.35,
MontrealAI/AGI-Alpha-Agent-v0,185,450,0.25,
MontrealAI/AGI-Alpha-Agent-v0,513,2020,0.1,
MontrealAI/AGI-Alpha-Agent-v0,615,2109,0.08,
MontrealAI/AGI-Alpha-Agent-v0,480,3566,0.03,
MontrealAI/AGI-Alpha-Agent-v0,153,1668,0.55,
MontrealAI/AGI-Alpha-Agent-v0,443,1500,0.1,
MontrealAI/AGI-Alpha-Agent-v0,480,832,0.4,
MontrealAI/AGI-Alpha-Agent-v0,194,3877,0.12,
MontrealAI/AGI-Alpha-Agent-v0,196,2305,0.1,
MontrealAI/AGI-Alpha-Agent-v0,159,2853,0.12,
MontrealAI/AGI-Alpha-Agent-v0,194,2398,0.55,
MontrealAI/AGI-Alpha-Agent-v0,155,3177,0.4,
MontrealAI/AGI-Alpha-Agent-v0,149,2859,0.45,
MontrealAI/AGI-Alpha-Agent-v0,191,3110,0.35,
MontrealAI/AGI-Alpha-Agent-v0,187,467,0.12,
MontrealAI/AGI-Alpha-Agent-v0,149,2059,0.05,
MontrealAI/AGI-Alpha-Agent-v0,156,2121,0.15,
MontrealAI/AGI-Alpha-Agent-v0,1031,1318,0.1,
MontrealAI/AGI-Alpha-Agent-v0,513,2949,0.2,
MontrealAI/AGI-Alpha-Agent-v0,654,2519,0.05,
MontrealAI/AGI-Alpha-Agent-v0,147,2008,0.25,
MontrealAI/AGI-Alpha-Agent-v0,284,2213,0.1,
MontrealAI/AGI-Alpha-Agent-v0,284,1797,0.2,
MontrealAI/AGI-Alpha-Agent-v0,284,1033,0.3,
MontrealAI/AGI-Alpha-Agent-v0,480,1813,0.75,
MontrealAI/AGI-Alpha-Agent-v0,1950,2857,0.08,
MontrealAI/AGI-Alpha-Agent-v0,156,3587,0.2,
MontrealAI/AGI-Alpha-Agent-v0,157,2434,0.25,
NUWCDIVNPT/stig-manager,1697,1699,0.12,
NUWCDIVNPT/stig-manager,1690,1697,0.18,
NUWCDIVNPT/stig-manager,1689,1697,0.5,
NUWCDIVNPT/stig-manager,1689,1699,0.08,
NUWCDIVNPT/stig-manager,1689,1690,0.12,
NUWCDIVNPT/stig-manager,1690,1699,0.1,
NangoHQ/nango,3702,3802,0.12,
NangoHQ/nango,3696,3699,0.35,
NangoHQ/nango,3700,3740,0.35,
NangoHQ/nango,3697,3707,0.35,
NangoHQ/nango,3708,3749,0.35,
NangoHQ/nango,3747,3748,0.45,
NangoHQ/nango,3701,3706,0.35,
NangoHQ/nango,3741,3746,0.35,
NangoHQ/nango,3703,3705,0.35,
NangoHQ/nango,3740,3743,0.35,
NangoHQ/nango,3741,3748,0.45,
NangoHQ/nango,3693,3705,0.2,
NangoHQ/nango,3693,3744,0.2,
NangoHQ/nango,3698,3705,0.2,
NangoHQ/nango,3693,3700,0.2,
NangoHQ/nango,3697,3741,0.2,
NangoHQ/nango,3702,3742,0.2,
NangoHQ/nango,3698,3745,0.2,
NangoHQ/nango,3695,3701,0.2,
NangoHQ/nango,3700,3748,0.3,
NangoHQ/nango,3699,3746,0.2,
NangoHQ/nango,3741,3745,0.3,
NangoHQ/nango,3704,3708,0.3,
NangoHQ/nango,3695,3708,0.3,
NangoHQ/nango,3744,3746,0.3,
NangoHQ/nango,3741,3747,0.3,
NangoHQ/nango,3703,3748,0.3,
NangoHQ/nango,3707,3748,0.3,
NangoHQ/nango,3702,3741,0.3,
NangoHQ/nango,3696,3698,0.3,
NangoHQ/nango,3696,3697,0.3,
NangoHQ/nango,3704,3706,0.68,
NangoHQ/nango,3702,3706,0.68,
NangoHQ/nango,3696,3742,0.68,
NangoHQ/nango,3695,3698,0.68,
NangoHQ/nango,3705,3707,0.68,
NangoHQ/nango,3743,3747,0.68,
NangoHQ/nango,3706,3708,0.68,
NangoHQ/nango,3699,3802,0.65,
NangoHQ/nango,3702,3705,0.68,
NangoHQ/nango,3693,3741,0.85,
NangoHQ/nango,3749,3802,0.18,
NangoHQ/nango,3696,3747,0.1,
NangoHQ/nango,3741,3743,0.1,
NangoHQ/nango,3693,3704,0.2,
NangoHQ/nango,3700,3749,0.1,
NangoHQ/nango,3703,3802,0.15,
NangoHQ/nango,3697,3748,0.28,
NangoHQ/nango,3699,3749,0.1,
NangoHQ/nango,3697,3747,0.1,
NangoHQ/nango,3699,3700,0.1,
NangoHQ/nango,3695,3704,0.2,
NangoHQ/nango,3745,3748,0.3,
NangoHQ/nango,3699,3744,0.2,
NangoHQ/nango,3700,3708,0.2,
NangoHQ/nango,3707,3747,0.2,
NangoHQ/nango,3700,3701,0.2,
NangoHQ/nango,3707,3742,0.2,
NangoHQ/nango,3699,3740,0.2,
NangoHQ/nango,3746,3749,0.2,
NangoHQ/nango,3742,3748,0.3,
NangoHQ/nango,3706,3707,0.15,
NangoHQ/nango,3695,3703,0.15,
NangoHQ/nango,3742,3746,0.15,
NangoHQ/nango,3696,3745,0.15,
NangoHQ/nango,3700,3743,0.15,
NangoHQ/nango,3700,3746,0.15,
NangoHQ/nango,3700,3747,0.15,
NangoHQ/nango,3698,3743,0.15,
NangoHQ/nango,3740,3745,0.15,
NangoHQ/nango,3708,3741,0.15,
NangoHQ/nango,3740,3747,0.25,
NangoHQ/nango,3700,3744,0.25,
NangoHQ/nango,3706,3741,0.25,
NangoHQ/nango,3743,3746,0.25,
NangoHQ/nango,3702,3703,0.25,
NangoHQ/nango,3744,3747,0.25,
NangoHQ/nango,3706,3742,0.25,
NangoHQ/nango,3696,3740,0.25,
NangoHQ/nango,3703,3704,0.25,
NangoHQ/nango,3697,3744,0.25,
NangoHQ/nango,3697,3700,0.25,
NangoHQ/nango,3740,3744,0.15,
NangoHQ/nango,3699,3748,0.12,
NangoHQ/nango,3702,3749,0.15,
NangoHQ/nango,3708,3747,0.15,
NangoHQ/nango,3699,3706,0.15,
NangoHQ/nango,3742,3743,0.15,
NangoHQ/nango,3746,3747,0.15,
NangoHQ/nango,3743,3745,0.15,
NangoHQ/nango,3708,3802,0.15,
NangoHQ/nango,3707,3745,0.88,
NangoHQ/nango,3699,3702,0.7,
NangoHQ/nango,3699,3707,0.7,
NangoHQ/nango,3702,3740,0.7,
NangoHQ/nango,3699,3705,0.7,
NangoHQ/nango,3740,3742,0.7,
NangoHQ/nango,3697,3802,0.7,
NangoHQ/nango,3693,3701,0.7,
NangoHQ/nango,3741,3749,0.7,
NangoHQ/nango,3698,3744,0.7,
NangoHQ/nango,3695,3700,0.25,
NangoHQ/nango,3695,3705,0.25,
NangoHQ/nango,3703,3706,0.25,
NangoHQ/nango,3698,3748,0.15,
NangoHQ/nango,3699,3743,0.25,
NangoHQ/nango,3698,3747,0.25,
NangoHQ/nango,3700,3745,0.25,
NangoHQ/nango,3695,3697,0.25,
NangoHQ/nango,3699,3708,0.25,
NangoHQ/nango,3707,3743,0.25,
NangoHQ/nango,3700,3705,0.72,
NangoHQ/nango,3698,3740,0.65,
NangoHQ/nango,3695,3706,0.72,
NangoHQ/nango,3701,3704,0.72,
NangoHQ/nango,3693,3706,0.72,
NangoHQ/nango,3699,3701,0.72,
NangoHQ/nango,3745,3747,0.72,
NangoHQ/nango,3706,3745,0.72,
NangoHQ/nango,3703,3742,0.72,
NangoHQ/nango,3696,3802,0.75,
NangoHQ/nango,3698,3703,0.22,
NangoHQ/nango,3706,3749,0.18,
NangoHQ/nango,3697,3699,0.2,
NangoHQ/nango,3697,3740,0.2,
NangoHQ/nango,3696,3744,0.19,
NangoHQ/nango,3743,3749,0.25,
NangoHQ/nango,3693,3697,0.21,
NangoHQ/nango,3697,3746,0.2,
NangoHQ/nango,3707,3741,0.18,
NangoHQ/nango,3697,3701,0.2,
NangoHQ/nango,3696,3702,0.15,
NangoHQ/nango,3705,3706,0.15,
NangoHQ/nango,3748,3749,0.05,
NangoHQ/nango,3742,3744,0.08,
NangoHQ/nango,3698,3700,0.08,
NangoHQ/nango,3702,3748,0.1,
NangoHQ/nango,3699,3747,0.08,
NangoHQ/nango,3741,3802,0.4,
NangoHQ/nango,3696,3707,0.08,
NangoHQ/nango,3700,3704,0.18,
NangoHQ/nango,3695,3696,0.45,
NangoHQ/nango,3742,3802,0.48,
NangoHQ/nango,3707,3708,0.42,
NangoHQ/nango,3702,3744,0.38,
NangoHQ/nango,3702,3707,0.42,
NangoHQ/nango,3693,3699,0.42,
NangoHQ/nango,3703,3747,0.38,
NangoHQ/nango,3697,3705,0.38,
NangoHQ/nango,3699,3703,0.42,
NangoHQ/nango,3698,3699,0.42,
NangoHQ/nango,3699,3704,0.2,
NangoHQ/nango,3698,3746,0.2,
NangoHQ/nango,3702,3747,0.2,
NangoHQ/nango,3703,3741,0.2,
NangoHQ/nango,3701,3705,0.25,
NangoHQ/nango,3746,3802,0.15,
NangoHQ/nango,3693,3749,0.2,
NangoHQ/nango,3697,3742,0.2,
NangoHQ/nango,3696,3746,0.2,
NangoHQ/nango,3698,3802,0.15,
NangoHQ/nango,3701,3703,0.2,
NangoHQ/nango,3744,3748,0.2,
NangoHQ/nango,3708,3742,0.2,
NangoHQ/nango,3702,3745,0.2,
NangoHQ/nango,3744,3802,0.2,
NangoHQ/nango,3706,3743,0.2,
NangoHQ/nango,3703,3740,0.2,
NangoHQ/nango,3696,3748,0.2,
NangoHQ/nango,3701,3708,0.2,
NangoHQ/nango,3706,3746,0.2,
NangoHQ/nango,3696,3708,0.28,
NangoHQ/nango,3743,3748,0.08,
NangoHQ/nango,3703,3744,0.28,
NangoHQ/nango,3693,3703,0.28,
NangoHQ/nango,3706,3740,0.28,
NangoHQ/nango,3693,3695,0.28,
NangoHQ/nango,3697,3708,0.28,
NangoHQ/nango,3698,3708,0.28,
NangoHQ/nango,3746,3748,0.08,
NangoHQ/nango,3744,3749,0.28,
NangoHQ/nango,3697,3706,0.1,
NangoHQ/nango,3698,3704,0.1,
NangoHQ/nango,3697,3704,0.1,
NangoHQ/nango,3701,3707,0.1,
